id_orgao,codigo,disponivel,valor_congelado,despesa,valor_orcado
436898,,,,,
441087,,,,,
441897,,,,,
442017,,,,,
442549,,,,,
443275,,,,,
443539,,,,,
444180,,,,,
444766,,,,,
444783,,,,,
445239,,,,,
445429,,,,,
445451,,,,,
445782,,,,,
446097,,,,,
446730,,,,,
446761,,,,,
447510,,,,,
447644,,,,,
464748,,,,,
464968,,,,,
465564,,,,,
465629,,,,,
466230,,,,,
466289,,,,,
467893,,,,,
468386,,,,,
468720,,,,,
468845,,,,,
469624,,,,,
469633,,,,,
470914,,,,,
472616,,,,,
472949,,,,,
473129,,,,,
475839,,,,,
475863,,,,,
475908,,,,,
477354,,,,,
477556,,,,,
478517,,,,,
479553,,,,,
482173,,,,,
483136,,,,,
483149,,,,,
483200,,,,,
485282,,,,,
485421,,,,,
486287,,,,,
487556,,,,,
487607,,,,,
488575,,,,,
488941,,,,,
490629,,,,,
492480,,,,,
492496,,,,,
493207,,,,,
493434,,,,,
493876,,,,,
495493,,,,,
495615,,,,,
495881,,,,,
495903,,,,,
496154,,,,,
496916,,,,,
499865,,,,,
500707,,,,,
502557,,,,,
504064,,,,,
504251,,,,,
504589,,,,,
504749,,,,,
507478,,,,,
508615,,,,,
508829,,,,,
508859,,,,,
509933,,,,,
510424,,,,,
510456,,,,,
511345,,,,,
511676,,,,,
512046,,,,,
513283,,,,,
514277,,,,,
514324,,,,,
515052,,,,,
515645,,,,,
516562,,,,,
518244,,,,,
519941,,,,,
520349,,,,,
523762,,,,,
524427,,,,,
525068,,,,,
525870,,,,,
526912,,,,,
528535,,,,,
531646,,,,,
532236,,,,,
535220,,,,,
536296,,,,,
537577,,,,,
540821,,,,,
543478,,,,,
543976,,,,,
544612,,,,,
544649,,,,,
545752,,,,,
546299,,,,,
546773,,,,,
547786,,,,,
549626,,,,,
550142,,,,,
550358,,,,,
550380,,,,,
552114,,,,,
552965,,,,,
553367,,,,,
554746,,,,,
554863,,,,,
555132,,,,,
555989,,,,,
556374,,,,,
556514,,,,,
557237,,,,,
557389,,,,,
557474,,,,,
559447,,,,,
559707,,,,,
559852,,,,,
560301,,,,,
561904,,,,,
562100,,,,,
563453,,,,,
563595,,,,,
563845,,,,,
563847,,,,,
564000,,,,,
565006,,,,,
565209,,,,,
565446,,,,,
566134,,,,,
566300,,,,,
566482,,,,,
566553,,,,,
567285,,,,,
568103,,,,,
568297,,,,,
568415,,,,,
568446,,,,,
569633,,,,,
569737,,,,,
569840,,,,,
570119,,,,,
570411,,,,,
570863,,,,,
571292,,,,,
571644,,,,,
572156,,,,,
572281,,,,,
572430,,,,,
572434,,,,,
572880,,,,,
573328,,,,,
573646,,,,,
573742,,,,,
573969,,,,,
574347,,,,,
574431,,,,,
574612,,,,,
574843,,,,,
574928,,,,,
575009,,,,,
575380,,,,,
575398,,,,,
575855,,,,,
576306,,,,,
576515,,,,,
576885,,,,,
577196,,,,,
577520,,,,,
577526,,,,,
577566,,,,,
577638,,,,,
577652,,,,,
577751,,,,,
577937,,,,,
578395,,,,,
578427,,,,,
578616,,,,,
578646,,,,,
578857,,,,,
579017,,,,,
579172,,,,,
579386,,,,,
580450,,,,,
580458,,,,,
582009,,,,,
582197,,,,,
582608,,,,,
583276,,,,,
584038,,,,,
584591,,,,,
584981,,,,,
585153,,,,,
585354,,,,,
585432,,,,,
585526,,,,,
585626,,,,,
585773,,,,,
585832,,,,,
585998,,,,,
586121,,,,,
586315,,,,,
586444,,,,,
586729,,,,,
586946,,,,,
587140,,,,,
587375,,,,,
587446,,,,,
587576,,,,,
587579,,,,,
588179,,,,,
588203,,,,,
588240,,,,,
589279,,,,,
589585,,,,,
590127,,,,,
590227,,,,,
590340,,,,,
590562,,,,,
590616,,,,,
590886,,,,,
590920,,,,,
591540,,,,,
592214,,,,,
592221,,,,,
592661,,,,,
592899,,,,,
593099,,,,,
593373,,,,,
593556,,,,,
593903,,,,,
593976,,,,,
594033,,,,,
594048,,,,,
594071,,,,,
594161,,,,,
594329,,,,,
594950,,,,,
595215,,,,,
595310,,,,,
595396,,,,,
595741,,,,,
595787,,,,,
595876,,,,,
595883,,,,,
596322,,,,,
596359,,,,,
596420,,,,,
596620,,,,,
596759,,,,,
597529,,,,,
597608,,,,,
597779,,,,,
597786,,,,,
598103,,,,,
598141,,,,,
598303,,,,,
598536,,,,,
599083,,,,,
599837,,,,,
600033,,,,,
600502,,,,,
600680,,,,,
601418,,,,,
601488,,,,,
602029,,,,,
602185,,,,,
602318,,,,,
602528,,,,,
603224,,,,,
603303,,,,,
603406,,,,,
603493,,,,,
603961,,,,,
604500,,,,,
604671,,,,,
604709,,,,,
605070,,,,,
605488,,,,,
605759,,,,,
605859,,,,,
605876,,,,,
606757,,,,,
606837,,,,,
607483,,,,,
607525,,,,,
607638,,,,,
607767,,,,,
607975,,,,,
608746,,,,,
608775,,,,,
608842,,,,,
608943,,,,,
609245,,,,,
609556,,,,,
610197,,,,,
610537,,,,,
610828,,,,,
611013,,,,,
611159,,,,,
611235,,,,,
611588,,,,,
611790,,,,,
611800,,,,,
611982,,,,,
612717,,,,,
613910,,,,,
614471,,,,,
614791,,,,,
614930,,,,,
615183,,,,,
617249,,,,,
617850,,,,,
617952,,,,,
617993,,,,,
618033,,,,,
618737,,,,,
618989,,,,,
619907,,,,,
619910,,,,,
621659,,,,,
622246,,,,,
622555,,,,,
622597,,,,,
622626,,,,,
623190,,,,,
623223,,,,,
623225,,,,,
623276,,,,,
623289,,,,,
623641,,,,,
623864,,,,,
623937,,,,,
623968,,,,,
624891,,,,,
625283,,,,,
625467,,,,,
625555,,,,,
625765,,,,,
626132,,,,,
626179,,,,,
626546,,,,,
626630,,,,,
627097,,,,,
627236,,,,,
627295,,,,,
627367,,,,,
627416,,,,,
627453,,,,,
627476,,,,,
627618,,,,,
627695,,,,,
628259,,,,,
628390,,,,,
628437,,,,,
628519,,,,,
628593,,,,,
628631,,,,,
629309,,,,,
629379,,,,,
629703,,,,,
629878,,,,,
630328,,,,,
630354,,,,,
630380,,,,,
630858,,,,,
630900,,,,,
631055,,,,,
631240,,,,,
631336,,,,,
631513,,,,,
631603,,,,,
631835,,,,,
631998,,,,,
632093,,,,,
632314,,,,,
632645,,,,,
632831,,,,,
632877,,,,,
633295,,,,,
633331,,,,,
633414,,,,,
633574,,,,,
633618,,,,,
634035,,,,,
634037,,,,,
634047,,,,,
634305,,,,,
634489,,,,,
634508,,,,,
634646,,,,,
634693,,,,,
634966,,,,,
635170,,,,,
635255,,,,,
635418,,,,,
635992,,,,,
636364,,,,,
636451,,,,,
636484,,,,,
636503,,,,,
636594,,,,,
636697,,,,,
636875,,,,,
637064,,,,,
637347,,,,,
637374,,,,,
637473,,,,,
637691,,,,,
638051,,,,,
638131,,,,,
638202,,,,,
638384,,,,,
639514,,,,,
639766,,,,,
640178,,,,,
640773,,,,,
640836,,,,,
640942,,,,,
640975,,,,,
641253,,,,,
641315,,,,,
641609,,,,,
641744,,,,,
641896,,,,,
642139,,,,,
642310,,,,,
642443,,,,,
642474,,,,,
642501,,,,,
642744,,,,,
642838,,,,,
643006,,,,,
643036,,,,,
643126,,,,,
643199,,,,,
643230,,,,,
643280,,,,,
643285,,,,,
643729,,,,,
643758,,,,,
644159,,,,,
644229,,,,,
644310,,,,,
644409,,,,,
644457,,,,,
644474,,,,,
644525,,,,,
644956,,,,,
644964,,,,,
645031,,,,,
645054,,,,,
645081,,,,,
645147,,,,,
645219,,,,,
645322,,,,,
645425,,,,,
645434,,,,,
645499,,,,,
645551,,,,,
645792,,,,,
645818,,,,,
645864,,,,,
645939,,,,,
645962,,,,,
646006,,,,,
646090,,,,,
646322,,,,,
646344,,,,,
646359,,,,,
646489,,,,,
646589,,,,,
646836,,,,,
646952,,,,,
646957,,,,,
647166,,,,,
647215,,,,,
647218,,,,,
647227,,,,,
647305,,,,,
647368,,,,,
647373,,,,,
647464,,,,,
647488,,,,,
647604,,,,,
647605,,,,,
647612,,,,,
647647,,,,,
647879,,,,,
647937,,,,,
648172,,,,,
648183,,,,,
648269,,,,,
648321,,,,,
648419,,,,,
648428,,,,,
648570,,,,,
648766,,,,,
648841,,,,,
648854,,,,,
648898,,,,,
648920,,,,,
648959,,,,,
649014,,,,,
649041,,,,,
649078,,,,,
649090,,,,,
649120,,,,,
649214,,,,,
649261,,,,,
649321,,,,,
649383,,,,,
649413,,,,,
649514,,,,,
649552,,,,,
649614,,,,,
649688,,,,,
649745,,,,,
649819,,,,,
649880,,,,,
650010,,,,,
650091,,,,,
650232,,,,,
650271,,,,,
650279,,,,,
650376,,,,,
650420,,,,,
650434,,,,,
650442,,,,,
650478,,,,,
650515,,,,,
650642,,,,,
650684,,,,,
650850,,,,,
650946,,,,,
650947,,,,,
650957,,,,,
650993,,,,,
651061,,,,,
651120,,,,,
651176,,,,,
651493,,,,,
651495,,,,,
651507,,,,,
651508,,,,,
651561,,,,,
651579,,,,,
651619,,,,,
651627,,,,,
651672,,,,,
651728,,,,,
651759,,,,,
651804,,,,,
651942,,,,,
652103,,,,,
652267,,,,,
652292,,,,,
652293,,,,,
652318,,,,,
652428,,,,,
652617,,,,,
652619,,,,,
652680,,,,,
652732,,,,,
652881,,,,,
652965,,,,,
653051,,,,,
653171,,,,,
653319,,,,,
653354,,,,,
653412,,,,,
653452,,,,,
653550,,,,,
653569,,,,,
653711,,,,,
653729,,,,,
653759,,,,,
653768,,,,,
653793,,,,,
653914,,,,,
654110,,,,,
654341,,,,,
654401,,,,,
654414,,,,,
654443,,,,,
654502,,,,,
654504,,,,,
654807,,,,,
654880,,,,,
654882,,,,,
655039,,,,,
655128,,,,,
655136,,,,,
655322,,,,,
655362,,,,,
655585,,,,,
655600,,,,,
655806,,,,,
655816,,,,,
655834,,,,,
655930,,,,,
656073,,,,,
656164,,,,,
656183,,,,,
656193,,,,,
656393,,,,,
656454,,,,,
656526,,,,,
656766,,,,,
656826,,,,,
656934,,,,,
656987,,,,,
657077,,,,,
657245,,,,,
669530,,,,,
674193,,,,,
674206,,,,,
674388,,,,,
674437,,,,,
674440,,,,,
674651,,,,,
674879,,,,,
674989,,,,,
674997,,,,,
675050,,,,,
675062,,,,,
675144,,,,,
675256,,,,,
675516,,,,,
675539,,,,,
675919,,,,,
675993,,,,,
676087,,,,,
676138,,,,,
676155,,,,,
676373,,,,,
676498,,,,,
676516,,,,,
676538,,,,,
676553,,,,,
676589,,,,,
676596,,,,,
676766,,,,,
676787,,,,,
676807,,,,,
676809,,,,,
676852,,,,,
676865,,,,,
676903,,,,,
676963,,,,,
676964,,,,,
677316,,,,,
677374,,,,,
677579,,,,,
677601,,,,,
677606,,,,,
677629,,,,,
677632,,,,,
677832,,,,,
678041,,,,,
678058,,,,,
678065,,,,,
678102,,,,,
678219,,,,,
678231,,,,,
678233,,,,,
678240,,,,,
678490,,,,,
678605,,,,,
678790,,,,,
678844,,,,,
678941,,,,,
679255,,,,,
679395,,,,,
679454,,,,,
679525,,,,,
679582,,,,,
679777,,,,,
679854,,,,,
679897,,,,,
680017,,,,,
680025,,,,,
680087,,,,,
680331,,,,,
680373,,,,,
680431,,,,,
680492,,,,,
680626,,,,,
680728,,,,,
680764,,,,,
680812,,,,,
680817,,,,,
680973,,,,,
681059,,,,,
681125,,,,,
681211,,,,,
681241,,,,,
681356,,,,,
681425,,,,,
681440,,,,,
681528,,,,,
681705,,,,,
681729,,,,,
681746,,,,,
681799,,,,,
681854,,,,,
681923,,,,,
682022,,,,,
682031,,,,,
682117,,,,,
682294,,,,,
682299,,,,,
682306,,,,,
682385,,,,,
682541,,,,,
682660,,,,,
682684,,,,,
682692,,,,,
682740,,,,,
682813,,,,,
682819,,,,,
682897,,,,,
682968,,,,,
683091,,,,,
683396,,,,,
683648,,,,,
683653,,,,,
683713,,,,,
683718,,,,,
684095,,,,,
684141,,,,,
684217,,,,,
684233,,,,,
684241,,,,,
684305,,,,,
684407,,,,,
684441,,,,,
684480,,,,,
684632,,,,,
684744,,,,,
684854,,,,,
684936,,,,,
685015,,,,,
685069,,,,,
685085,,,,,
685191,,,,,
685224,,,,,
685294,,,,,
685412,,,,,
685458,,,,,
685474,,,,,
685611,,,,,
685615,,,,,
685623,,,,,
685697,,,,,
685843,,,,,
685910,,,,,
685964,,,,,
686018,,,,,
686038,,,,,
686078,,,,,
686268,,,,,
686312,,,,,
686370,,,,,
686384,,,,,
686399,,,,,
686549,,,,,
686584,,,,,
686766,,,,,
686854,,,,,
686871,,,,,
687050,,,,,
687244,,,,,
687384,,,,,
687411,,,,,
687446,,,,,
687600,,,,,
687720,,,,,
687781,,,,,
687792,,,,,
687823,,,,,
687835,,,,,
687861,,,,,
687975,,,,,
687981,,,,,
688175,,,,,
688284,,,,,
688437,,,,,
688525,,,,,
688571,,,,,
688592,,,,,
688608,,,,,
688722,,,,,
688843,,,,,
688911,,,,,
689017,,,,,
689038,,,,,
689050,,,,,
689135,,,,,
689190,,,,,
689231,,,,,
689346,,,,,
689418,,,,,
689574,,,,,
689650,,,,,
689759,,,,,
689900,,,,,
689921,,,,,
689956,,,,,
689990,,,,,
690133,,,,,
690168,,,,,
690192,,,,,
690225,,,,,
690365,,,,,
690711,,,,,
690733,,,,,
690867,,,,,
690882,,,,,
690884,,,,,
690932,,,,,
691069,,,,,
691088,,,,,
691202,,,,,
691207,,,,,
691444,,,,,
691640,,,,,
691761,,,,,
691782,,,,,
691834,,,,,
692426,,,,,
692477,,,,,
692603,,,,,
692652,,,,,
692850,,,,,
693058,,,,,
693082,,,,,
693085,,,,,
693145,,,,,
693161,,,,,
693294,,,,,
693441,,,,,
693452,,,,,
693488,,,,,
693501,,,,,
693565,,,,,
693569,,,,,
693606,,,,,
693902,,,,,
694006,,,,,
694010,,,,,
694019,,,,,
694384,,,,,
694634,,,,,
694673,,,,,
694677,,,,,
694698,,,,,
694871,,,,,
694872,,,,,
694976,,,,,
695183,,,,,
695201,,,,,
695270,,,,,
695432,,,,,
695503,,,,,
695651,,,,,
695735,,,,,
695739,,,,,
695759,,,,,
695916,,,,,
696072,,,,,
696132,,,,,
696324,,,,,
696415,,,,,
696430,,,,,
696789,,,,,
696826,,,,,
697045,,,,,
697101,,,,,
697433,,,,,
697474,,,,,
697674,,,,,
697705,,,,,
697948,,,,,
698016,,,,,
698347,,,,,
698351,,,,,
699417,,,,,
1033968,,,,,
1078701,,,,,
1082062,,,,,
1173473,,,,,
1360878,,,,,
1380308,,,,,
1382719,,,,,
1442215,,,,,
1482413,,,,,
1492408,,,,,
1526210,,,,,
1589066,,,,,
1591864,,,,,
1593730,,,,,
1601739,,,,,
1624025,,,,,
1661490,,,,,
1667087,,,,,
1684787,,,,,
1687996,,,,,
1723564,,,,,
1733160,,,,,
1747824,,,,,
1757548,,,,,
1774297,,,,,
1777223,,,,,
1804143,,,,,
1822731,,,,,
1832492,,,,,
1855583,,,,,
1879751,,,,,
1881062,,,,,
1901764,,,,,
1917311,,,,,
1925789,,,,,
1935155,,,,,
1986180,,,,,
1991399,,,,,
2001461,,,,,
2008795,,,,,
2009279,,,,,
2014252,,,,,
2025354,,,,,
2025589,,,,,
2030241,,,,,
2032882,,,,,
2039810,,,,,
2043939,,,,,
2057959,,,,,
2075945,,,,,
2082180,,,,,
2098108,,,,,
2111313,,,,,
2134578,,,,,
2142243,,,,,
2143922,,,,,
2150849,,,,,
2189620,,,,,
2196923,,,,,
2201235,,,,,
2204941,,,,,
2205559,,,,,
2216442,,,,,
2224174,,,,,
2226202,,,,,
2231512,,,,,
2232340,,,,,
2235019,,,,,
2257853,,,,,
2260861,,,,,
2269148,,,,,
2278095,,,,,
2279403,,,,,
2285405,,,,,
2285527,,,,,
2290604,,,,,
2307237,,,,,
2310615,,,,,
2314761,,,,,
2328759,,,,,
2333244,,,,,
2338290,,,,,
2339789,,,,,
2341830,,,,,
2357019,,,,,
2391689,,,,,
2396471,,,,,
2396643,,,,,
2400764,,,,,
2418277,,,,,
2423655,,,,,
2432655,,,,,
2452111,,,,,
2459418,,,,,
2464683,,,,,
2471673,,,,,
2476409,,,,,
2481629,,,,,
2484726,,,,,
2494306,,,,,
2499525,,,,,
2507993,,,,,
2509321,,,,,
2516939,,,,,
2517387,,,,,
2525964,,,,,
2527066,,,,,
2533609,,,,,
2542116,,,,,
2542803,,,,,
2544678,,,,,
2558893,,,,,
2560520,,,,,
2561811,,,,,
2570274,,,,,
2572145,,,,,
2588215,,,,,
2588655,,,,,
2590864,,,,,
2595457,,,,,
2595730,,,,,
2605337,,,,,
2612069,,,,,
2612342,,,,,
2615169,,,,,
2615956,,,,,
2622441,,,,,
2636552,,,,,
2641935,,,,,
2643240,,,,,
2646737,,,,,
2650337,,,,,
2653689,,,,,
2654602,,,,,
2662152,,,,,
2668945,,,,,
2677210,,,,,
2678380,,,,,
2680988,,,,,
2684043,,,,,
2685863,,,,,
2689863,,,,,
653412,,,,,
653550,,,,,
653569,,,,,
653711,,,,,
653729,,,,,
653759,,,,,
653768,,,,,
653793,,,,,
653914,,,,,
654110,,,,,
654341,,,,,
654401,,,,,
654414,,,,,
654443,,,,,
654502,,,,,
654504,,,,,
654807,,,,,
654880,,,,,
654882,,,,,
655039,,,,,
655128,,,,,
655136,,,,,
655322,,,,,
655362,,,,,
655585,,,,,
655600,,,,,
655806,,,,,
655816,,,,,
655834,,,,,
655930,,,,,
655972,,,,,
656073,,,,,
656164,,,,,
656183,,,,,
656193,,,,,
656280,,,,,
656393,,,,,
656454,,,,,
656496,,,,,
656526,,,,,
656766,,,,,
656826,,,,,
656934,,,,,
656987,,,,,
657077,,,,,
657245,,,,,
669530,,,,,
674388,,,,,
674437,,,,,
674440,,,,,
674651,,,,,
674879,,,,,
674989,,,,,
674997,,,,,
675062,,,,,
675144,,,,,
675493,,,,,
675516,,,,,
675539,,,,,
675919,,,,,
675993,,,,,
676087,,,,,
676138,,,,,
676155,,,,,
676373,,,,,
676498,,,,,
676516,,,,,
676538,,,,,
676553,,,,,
676589,,,,,
676596,,,,,
676766,,,,,
676787,,,,,
676807,,,,,
676809,,,,,
676852,,,,,
676865,,,,,
676903,,,,,
676963,,,,,
676964,,,,,
677316,,,,,
677579,,,,,
677606,,,,,
677832,,,,,
678041,,,,,
678065,,,,,
678102,,,,,
678231,,,,,
678233,,,,,
678240,,,,,
678490,,,,,
678605,,,,,
678790,,,,,
678844,,,,,
678941,,,,,
679395,,,,,
679454,,,,,
679525,,,,,
679582,,,,,
679777,,,,,
679854,,,,,
679897,,,,,
680017,,,,,
680025,,,,,
680087,,,,,
680331,,,,,
680373,,,,,
680431,,,,,
680492,,,,,
680626,,,,,
680728,,,,,
680764,,,,,
680812,,,,,
680817,,,,,
680973,,,,,
680996,,,,,
681059,,,,,
681211,,,,,
681241,,,,,
681356,,,,,
681425,,,,,
681440,,,,,
681528,,,,,
681729,,,,,
681746,,,,,
681799,,,,,
681923,,,,,
682022,,,,,
682031,,,,,
682117,,,,,
682294,,,,,
682299,,,,,
682306,,,,,
682385,,,,,
682541,,,,,
682660,,,,,
682684,,,,,
682692,,,,,
682740,,,,,
682819,,,,,
682897,,,,,
682968,,,,,
683091,,,,,
683396,,,,,
683648,,,,,
683653,,,,,
683713,,,,,
683718,,,,,
684095,,,,,
684141,,,,,
684217,,,,,
684233,,,,,
684241,,,,,
684305,,,,,
684407,,,,,
684441,,,,,
684480,,,,,
684632,,,,,
684854,,,,,
684936,,,,,
685015,,,,,
685069,,,,,
685085,,,,,
685191,,,,,
685224,,,,,
685294,,,,,
685412,,,,,
685458,,,,,
685611,,,,,
685615,,,,,
685697,,,,,
685843,,,,,
685910,,,,,
685964,,,,,
686018,,,,,
686038,,,,,
686268,,,,,
686312,,,,,
686370,,,,,
686384,,,,,
686399,,,,,
686584,,,,,
686766,,,,,
686854,,,,,
686871,,,,,
687050,,,,,
687244,,,,,
687384,,,,,
687411,,,,,
687446,,,,,
687600,,,,,
687720,,,,,
687781,,,,,
687792,,,,,
687823,,,,,
687835,,,,,
687861,,,,,
687975,,,,,
687981,,,,,
688175,,,,,
688284,,,,,
688437,,,,,
688525,,,,,
688571,,,,,
688592,,,,,
688608,,,,,
688722,,,,,
688843,,,,,
688911,,,,,
689017,,,,,
689038,,,,,
689050,,,,,
689135,,,,,
689190,,,,,
689231,,,,,
689418,,,,,
689574,,,,,
689650,,,,,
689759,,,,,
689921,,,,,
689956,,,,,
689990,,,,,
690133,,,,,
690168,,,,,
690192,,,,,
690225,,,,,
690365,,,,,
690711,,,,,
690733,,,,,
690867,,,,,
690882,,,,,
690884,,,,,
691069,,,,,
691088,,,,,
691202,,,,,
691207,,,,,
691444,,,,,
691761,,,,,
691782,,,,,
691834,,,,,
692426,,,,,
692477,,,,,
692603,,,,,
692652,,,,,
693058,,,,,
693085,,,,,
693145,,,,,
693161,,,,,
693294,,,,,
693441,,,,,
693452,,,,,
693488,,,,,
693501,,,,,
693569,,,,,
693606,,,,,
693902,,,,,
694006,,,,,
694010,,,,,
694019,,,,,
694384,,,,,
694634,,,,,
694673,,,,,
694677,,,,,
694698,,,,,
694871,,,,,
694872,,,,,
694976,,,,,
695183,,,,,
695201,,,,,
695270,,,,,
695432,,,,,
695503,,,,,
695651,,,,,
695735,,,,,
695739,,,,,
695759,,,,,
695916,,,,,
696072,,,,,
696132,,,,,
696324,,,,,
696415,,,,,
696789,,,,,
696826,,,,,
697045,,,,,
697101,,,,,
697474,,,,,
697674,,,,,
697705,,,,,
697948,,,,,
698016,,,,,
698347,,,,,
699417,,,,,
1078701,,,,,
1082062,,,,,
1173473,,,,,
1360878,,,,,
1380308,,,,,
1382719,,,,,
1442215,,,,,
1482413,,,,,
1526210,,,,,
1589066,,,,,
1591864,,,,,
1593730,,,,,
1624025,,,,,
1661490,,,,,
1667087,,,,,
1684787,,,,,
1687996,,,,,
1723564,,,,,
1733160,,,,,
1747824,,,,,
1757548,,,,,
1774297,,,,,
1777223,,,,,
1804143,,,,,
1822731,,,,,
1832492,,,,,
1855583,,,,,
1879751,,,,,
1881062,,,,,
1901764,,,,,
1917311,,,,,
1925789,,,,,
1935155,,,,,
1986180,,,,,
1991399,,,,,
2001461,,,,,
2009279,,,,,
2014252,,,,,
2025354,,,,,
2025589,,,,,
2032882,,,,,
2039810,,,,,
2043939,,,,,
2057959,,,,,
2075945,,,,,
2082180,,,,,
2098108,,,,,
2111313,,,,,
2134578,,,,,
2142243,,,,,
2143922,,,,,
2150849,,,,,
2172709,,,,,
2189620,,,,,
2196923,,,,,
2201235,,,,,
2204941,,,,,
2205559,,,,,
2224174,,,,,
2226202,,,,,
2231512,,,,,
2232340,,,,,
2257853,,,,,
2260861,,,,,
2269148,,,,,
2278095,,,,,
2279403,,,,,
2285405,,,,,
2285527,,,,,
2290604,,,,,
2307237,,,,,
2310615,,,,,
2314761,,,,,
2328759,,,,,
2333244,,,,,
2338290,,,,,
2339789,,,,,
2341830,,,,,
2357019,,,,,
2391689,,,,,
2396471,,,,,
2396643,,,,,
2400764,,,,,
2418277,,,,,
2423655,,,,,
2432655,,,,,
2459418,,,,,
2464683,,,,,
2471673,,,,,
2476409,,,,,
2481629,,,,,
2484726,,,,,
2494306,,,,,
2499525,,,,,
2507993,,,,,
2509321,,,,,
2516939,,,,,
2525964,,,,,
2527066,,,,,
2533609,,,,,
2542116,,,,,
2542803,,,,,
2558893,,,,,
2560520,,,,,
2561811,,,,,
2570274,,,,,
2588215,,,,,
2588655,,,,,
2590864,,,,,
2595457,,,,,
2595730,,,,,
2605337,,,,,
2612069,,,,,
2612342,,,,,
2615169,,,,,
2615956,,,,,
2622441,,,,,
2641935,,,,,
2646737,,,,,
2650337,,,,,
2653689,,,,,
2662152,,,,,
2668945,,,,,
2677210,,,,,
2678380,,,,,
2680988,,,,,
2684043,,,,,
2685863,,,,,
2689863,,,,,
8462,,,,,
27417,,,,,
33681,,,,,
33796,,,,,
34087,,,,,
51033,,,,,
51153,,,,,
51955,,,,,
53632,,,,,
54810,,,,,
58731,,,,,
63015,,,,,
68417,,,,,
71676,,,,,
73019,,,,,
73664,,,,,
75427,,,,,
76081,,,,,
80329,,,,,
80775,,,,,
88439,,,,,
91470,,,,,
99075,,,,,
100561,,,,,
102221,,,,,
104772,,,,,
106553,,,,,
110524,,,,,
110640,,,,,
111926,,,,,
118578,,,,,
123053,,,,,
123183,,,,,
123957,,,,,
125830,,,,,
129989,,,,,
131152,,,,,
131612,,,,,
132157,,,,,
132511,,,,,
133365,,,,,
134243,,,,,
134920,,,,,
136135,,,,,
136793,,,,,
138715,,,,,
147328,,,,,
147715,,,,,
148414,,,,,
151745,,,,,
152320,,,,,
153170,,,,,
154073,,,,,
160181,,,,,
163996,,,,,
168843,,,,,
169894,,,,,
172965,,,,,
184409,,,,,
189143,,,,,
190279,,,,,
191732,,,,,
192375,,,,,
202138,,,,,
203149,,,,,
204410,,,,,
204609,,,,,
226895,,,,,
233873,,,,,
234552,,,,,
235893,,,,,
240186,,,,,
240236,,,,,
241066,,,,,
243025,,,,,
249359,,,,,
256144,,,,,
258538,,,,,
260077,,,,,
268143,,,,,
269575,,,,,
269856,,,,,
270502,,,,,
275297,,,,,
276935,,,,,
281172,,,,,
281920,,,,,
285481,,,,,
295118,,,,,
296138,,,,,
298777,,,,,
303141,,,,,
307116,,,,,
313561,,,,,
318919,,,,,
321952,,,,,
322137,,,,,
323680,,,,,
324338,,,,,
328241,,,,,
334048,,,,,
334581,,,,,
334973,,,,,
335018,,,,,
336213,,,,,
336218,,,,,
337359,,,,,
338704,,,,,
339853,,,,,
340627,,,,,
341855,,,,,
341921,,,,,
349688,,,,,
349910,,,,,
351080,,,,,
351244,,,,,
356561,,,,,
365375,,,,,
365893,,,,,
367309,,,,,
370089,,,,,
370184,,,,,
370274,,,,,
370375,,,,,
371019,,,,,
373280,,,,,
376758,,,,,
379336,,,,,
381439,,,,,
384295,,,,,
384499,,,,,
384999,,,,,
385563,,,,,
387359,,,,,
387364,,,,,
390556,,,,,
390849,,,,,
393727,,,,,
395535,,,,,
397894,,,,,
398816,,,,,
399628,,,,,
399794,,,,,
400091,,,,,
402958,,,,,
403052,,,,,
407487,,,,,
409120,,,,,
409205,,,,,
410767,,,,,
411549,,,,,
412717,,,,,
413087,,,,,
414094,,,,,
414963,,,,,
419913,,,,,
420141,,,,,
420344,,,,,
420560,,,,,
420762,,,,,
421185,,,,,
422343,,,,,
424211,,,,,
425910,,,,,
428116,,,,,
431136,,,,,
432642,,,,,
434002,,,,,
435572,,,,,
436898,,,,,
441087,,,,,
441897,,,,,
442017,,,,,
442549,,,,,
443275,,,,,
443539,,,,,
444180,,,,,
444766,,,,,
444783,,,,,
445239,,,,,
445429,,,,,
445451,,,,,
446097,,,,,
446730,,,,,
446761,,,,,
447510,,,,,
447644,,,,,
464748,,,,,
464968,,,,,
465564,,,,,
465629,,,,,
466230,,,,,
466289,,,,,
467893,,,,,
468386,,,,,
468720,,,,,
468845,,,,,
469624,,,,,
469633,,,,,
470914,,,,,
472073,,,,,
472616,,,,,
472949,,,,,
473129,,,,,
475839,,,,,
475863,,,,,
475908,,,,,
477354,,,,,
477556,,,,,
478517,,,,,
479553,,,,,
482173,,,,,
483136,,,,,
483149,,,,,
483200,,,,,
485282,,,,,
485421,,,,,
486287,,,,,
487556,,,,,
487607,,,,,
488575,,,,,
488941,,,,,
490629,,,,,
492480,,,,,
492496,,,,,
493207,,,,,
493434,,,,,
493876,,,,,
495493,,,,,
495615,,,,,
495881,,,,,
495903,,,,,
496154,,,,,
496916,,,,,
499865,,,,,
502470,,,,,
504064,,,,,
504251,,,,,
504589,,,,,
504749,,,,,
507478,,,,,
508615,,,,,
508829,,,,,
508859,,,,,
509933,,,,,
510424,,,,,
510456,,,,,
511345,,,,,
511676,,,,,
